NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0.0243078784708852,0,-4.82425180325822,0.009,512.682633896138,0.05,2438000,1,0,2.44281311070706,1.9003
0.01,0.0248400962139458,0,-4.89798995224134,0.009,512.639813059805,0.05,2438000,1,0,2.36189806443843,1.9003
0.02,0.0253162151795704,0,-4.96386161703868,0.009,512.596779761938,0.05,2438000,1,0,2.29963058136175,1.9003
0.03,0.0257849916323693,0,-5.02068846751572,0.009,512.557822011483,0.05,2438000,1,0,2.21919124416591,1.9003
0.04,0.0262570712880737,0,-5.06784713259494,0.009,512.51728672821,0.05,2438000,1,0,2.11888996640302,1.9003
0.05,0.0267200454855814,0,-5.10554868095705,0.009,512.474378921817,0.05,2438000,1,0,2.01211754003958,1.9003
0.0600000000000001,0.0271083759575053,0,-5.13572184330984,0.009,512.419108786962,0.05,2438000,1,0,1.93160355650527,1.9003
0.07,0.0275420790760819,0,-5.16108518619041,0.009,512.368278937956,0.05,2438000,1,0,1.83546323751474,1.9003
0.08,0.0279785410495196,0,-5.18530437296301,0.009,512.320463736338,0.05,2438000,1,0,1.74982776493246,1.9003
0.09,0.0283903650881765,0,-5.21051286965861,0.009,512.283950066847,0.05,2438000,1,0,1.68362823178752,1.9003
0.1,0.0287492698368384,0,-5.2382608791512,0.009,512.247444450883,0.05,2438000,1,0,1.64159664573773,1.9003
0.11,0.0291839255644926,0,-5.26907764058626,0.009,512.218876797314,0.05,2438000,1,0,1.59163094456009,1.9003
0.12,0.0295968815996508,0,-5.30368351213628,0.009,512.169755878132,0.05,2438000,1,0,1.55669139037752,1.9003
0.13,0.0299821934142378,0,-5.34303076633494,0.009,512.11657734532,0.05,2438000,1,0,1.53651124580169,1.9003
0.14,0.0304145418484766,0,-5.38823805711058,0.009,512.062984234095,0.05,2438000,1,0,1.51721272779025,1.9003
0.15,0.0307941318228244,0,-5.43984676286609,0.009,512.006453641374,0.05,2438000,1,0,1.51655446774652,1.9003
