NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0.0497357888004836,0,-5.88997774167454,0.009,407.078305076179,0.045,2438000,1,0,1.6904621640398,1.674
0.01,0.0503857403654583,0,-5.91350675994483,0.009,406.995594261385,0.045,2438000,1,0,1.66537179084052,1.674
0.02,0.0509598234217493,0,-5.93566419986798,0.009,406.915694758676,0.045,2438000,1,0,1.64600523332504,1.674
0.03,0.0515875804323696,0,-5.95753476748656,0.009,406.84918294333,0.045,2438000,1,0,1.62431841483104,1.674
0.04,0.0522228717147858,0,-5.97965123206108,0.009,406.785740136027,0.045,2438000,1,0,1.60392111002665,1.674
0.05,0.0528415789391685,0,-6.00219076645396,0.009,406.708761468415,0.045,2438000,1,0,1.58625843092544,1.674
0.0600000000000001,0.0534465537469774,0,-6.02549839527312,0.009,406.62859646647,0.045,2438000,1,0,1.57109542240056,1.674
0.0700000000000001,0.0540226657368883,0,-6.04999627602277,0.009,406.545188596646,0.045,2438000,1,0,1.5592483706418,1.674
0.0800000000000001,0.0546568188370299,0,-6.07631923006148,0.009,406.453503969064,0.045,2438000,1,0,1.5466343189663,1.674
0.0900000000000001,0.0552885409282916,0,-6.10528735575648,0.009,406.364045130646,0.045,2438000,1,0,1.53676854669953,1.674
0.1,0.0558912084426851,0,-6.13724502679943,0.009,406.276989696761,0.045,2438000,1,0,1.53085748965994,1.674
0.11,0.0564776444881194,0,-6.17204213719955,0.009,406.188159123821,0.045,2438000,1,0,1.52796393787983,1.674
0.12,0.0571325941578651,0,-6.20867433539096,0.009,406.104330188143,0.045,2438000,1,0,1.52365670892203,1.674
0.13,0.0577206941762986,0,-6.24590405977473,0.009,406.017138896288,0.045,2438000,1,0,1.52291328038856,1.674
0.14,0.0583024599629431,0,-6.28235752998983,0.009,405.929887391294,0.045,2438000,1,0,1.52219924717013,1.674
0.15,0.0589016572585539,0,-6.31692243470545,0.009,405.843860847706,0.045,2438000,1,0,1.51989922703269,1.674
0.16,0.0594921882858673,0,-6.34868204108995,0.009,405.764347735912,0.045,2438000,1,0,1.51653373218308,1.674
0.17,0.0601021673842204,0,-6.37694057387937,0.009,405.681983835555,0.045,2438000,1,0,1.51074047953267,1.674
0.18,0.0607194580665331,0,-6.40141289466506,0.009,405.5966760225,0.045,2438000,1,0,1.50295231730452,1.674
0.19,0.0612861058234,0,-6.42224617669907,0.009,405.51526009527,0.045,2438000,1,0,1.49533436988703,1.674
0.2,0.061890363081514,0,-6.43969252461297,0.009,405.433819586052,0.045,2438000,1,0,1.48504977743144,1.674
0.21,0.0624667101308077,0,-6.45422848270679,0.009,405.353712968082,0.045,2438000,1,0,1.4746479571781,1.674
0.22,0.0630587443010164,0,-6.46623217367445,0.009,405.272822774591,0.045,2438000,1,0,1.46297783616505,1.674
