NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0.0437052889948345,0,-3.98915036929678,0.009,301.231693244398,0.04,2438000,1,0,1.9921029814465,1.9003
0.01,0.0443212188070363,0,-4.00786906085363,0.009,301.189548173816,0.04,2438000,1,0,1.9502958416578,1.9003
0.02,0.0449475097894007,0,-4.02619695109568,0.009,301.148472264301,0.04,2438000,1,0,1.91041272236604,1.9003
0.03,0.045512753375744,0,-4.04528558104981,0.009,301.10124795404,0.04,2438000,1,0,1.8817196776045,1.9003
0.04,0.046071093639161,0,-4.06561460128019,0.009,301.050993733943,0.04,2438000,1,0,1.85790901525746,1.9003
0.05,0.0466313762353726,0,-4.08753265391532,0.009,301.003492718664,0.04,2438000,1,0,1.83810068218788,1.9003
0.0599999999999998,0.0471528059899176,0,-4.11088203771037,0.009,300.96137419701,0.04,2438000,1,0,1.82533863222849,1.9003
0.0699999999999998,0.0476800379997536,0,-4.13532098593026,0.009,300.907486655798,0.04,2438000,1,0,1.81463374356777,1.9003
0.0799999999999998,0.0481463463290331,0,-4.16008185670882,0.009,300.851519654773,0.04,2438000,1,0,1.81033199866965,1.9003
0.0899999999999999,0.0486762753359981,0,-4.18470890156997,0.009,300.793479207095,0.04,2438000,1,0,1.80105887864257,1.9003
0.0999999999999999,0.0491970370270341,0,-4.20851147363839,0.009,300.73968269464,0.04,2438000,1,0,1.79208809408917,1.9003
0.11,0.0497628311471949,0,-4.23076800602233,0.009,300.677689048046,0.04,2438000,1,0,1.77840194751676,1.9003
0.12,0.0503040120756679,0,-4.25135924352794,0.009,300.612368148828,0.04,2438000,1,0,1.7653803015424,1.9003
0.13,0.0508626430704268,0,-4.27052410271036,0.009,300.543276246143,0.04,2438000,1,0,1.75029060783422,1.9003
0.14,0.0514317218361736,0,-4.28835081490408,0.009,300.477970652864,0.04,2438000,1,0,1.7338986788004,1.9003
0.15,0.051966580904404,0,-4.30554507889347,0.009,300.409353761798,0.04,2438000,1,0,1.72003609455268,1.9003
0.16,0.0525146342269371,0,-4.32247051637695,0.009,300.345776554761,0.04,2438000,1,0,1.70590378434733,1.9003
0.17,0.0530894657617892,0,-4.33959961033329,0.009,300.282996301695,0.04,2438000,1,0,1.6913217569928,1.9003
0.18,0.0536150585417189,0,-4.3570151171604,0.009,300.235574965089,0.04,2438000,1,0,1.68063177617488,1.9003
0.19,0.0541235105440242,0,-4.37454045113885,0.009,300.191361297204,0.04,2438000,1,0,1.67160270823993,1.9003
0.2,0.0546455836189852,0,-4.39173423279528,0.009,300.145223297301,0.04,2438000,1,0,1.66206958807388,1.9003
